71,stare antipatico tutto quando stare zitto figurare quando aprire bocca dire poco cazzo,18,0.0,2,0,1,-0.0634,0.0769,0.0116,
72,qua fregare casa perdere tempo parlare diritto civile,16,0.9375,1,0,0,0.0003,0.0,0.0,
73,vaffa tu grazia,7,0.0,1,0,0,0.1033,0.3333,0.0,
74,the famigli,2,0.0,1,0,0,0,0.5,0.0,
75,non ora sterminare questo maiale,7,0.0,1,0,0,0.0391,0.0,0.0312,
76,sporco re zoom,3,0.0,1,0,0,0,1.0,0.0,
77,quello avere sempre dire avere kris ruba tagliare mano pensare bene,16,0.0625,2,1,2,0.1129,0.0909,0.0,
78,dispiacere,2,0.0,1,0,0,-0.25,0.0,0.0,
79,versanti fuori testa non ora sempre,11,0.0909,1,0,0,0.0156,0.1667,0.0,
80,chiedere quello stare studio,8,0.0,2,1,0,0.0469,0.0,0.0,
81,non sopportare,3,0.6667,2,0,1,-0.004,0.0,0.0,
82,piu poi tutto ricordare qualcuno,6,0.0,3,0,3,0.021,0.4,0.0,
83,po essere italiano do disintegrare,8,0.0,3,0,2,0.0156,0.4,0.0,
84,brutto troia,2,0.0,1,0,0,-0.3711,0.0,0.0833,
85,peggio bestia vogatori sodomita poti,5,0.0,2,1,1,0,0.4,0.0556,
86,matteo parlare roma adesso castaldini vedere disperato resistere,11,0.0,2,0,2,-0.0561,0.125,0.0156,
87,democrazia stella renzi questo fare tempo piazza pulito suo partito rai tutto posto dove puo mettere mano tannini tutto giornalista scomodo dittatore casa,36,0.0,5,5,1,0.0232,0.0435,0.0,
88,straniero non comportare bene non rispettare regola bisogna rimandare paese sempre,19,0.0,2,0,1,-0.1243,0.0,0.0,
89,proprio no odioso massimo,5,0.0,1,0,1,0.3594,0.0,0.04,
90,mio gusto musicale essere lontano quello fa fende questo non togliere ragazzo intelligente condividere suo pensiero non ascolto come cantante,33,0.0303,4,1,4,0.0014,0.05,0.0,
91,zia tutto veneto essere conte,6,0.0,1,0,0,0.0104,0.0,0.0,
92,avere ragione quello avere dire volta danno fastidio insieme danno vomito altro digerire dove vivere questo cretino,28,0.0,5,4,0,-0.0102,0.0,0.0174,
93,dovere essere stuprare donna governo chi avere coraggio violentare boldrini solo pensiero vomito,20,0.0,4,1,2,-0.0042,0.0,0.0104,
94,popolo italiano invece fare commento andare distruggere governo avere distruggere italia,15,0.0,3,0,2,-0.0266,0.0,0.0,
95,pulizia etnico,2,0.0,2,0,1,-0.0312,0.0,0.0,
96,avere dire bene ieri triglifo quando ruspa finire campo roma dovere iniziare centro sociale,20,0.0,2,0,2,0.0661,0.1429,0.011,
97,continuo dire volere pena morte questo bestia,13,0.0,1,0,0,-0.041,0.0,0.0222,
98,punk invece librandi para sia bere cervello grazia pensare voto perso compagno,20,0.0,2,1,0,-0.0043,0.0833,0.0,
99,non sapere piu balla inventare,6,0.0,1,0,0,-0.0061,0.0,0.0333,
100,stare sempre televisione dire cazzata poi avere voce irritante,13,0.0,1,0,0,-0.0594,0.0,0.0323,
101,castaldini fa piu bello figura sesta casa chi responsabile mettere univoca genere tutto rispetto locare,28,0.0,1,0,0,0.0688,0.1333,0.0,
102,chiedere quello avere,7,0.0,1,0,0,0.0625,0.0,0.0,
103,scusare prospero benzina,6,0.8333,2,1,0,0.1979,0.0,0.0,
104,vomito puro mettere librandi poker assicurato,6,0.0,3,0,2,0.0512,0.0,0.0,
105,,1,0.0,1,0,0,0,0,
106,non avere parola quinta colonna ancora invitare buffone prendere giro popolo italiano svegliare ora bravo salvo andare avanti,24,0.0,1,0,0,0.1151,0.0,0.008,
107,sperare questo incapace governare paese bravo distruggere finire tutto miseria,16,0.0,2,1,1,-0.0192,0.0,0.0128,
108,malpezzi castaldini lavare scala al mattino vergognavi,12,0.0,1,0,0,-0.0491,0.1429,0.0,
109,cazzata,1,0.0,2,0,1,-0.0938,0.0,0.0,
110,buongiorno matteo sei governare mandare questo schifoso roma,12,0.0,1,0,0,-0.1246,0.125,0.05,
111,malpezzi castaldini come politico non capire oca,9,0.1111,2,0,1,0.0031,0.1429,0.0208,
112,sopprimere,1,0.0,2,0,1,-0.2518,0.0,0.0,
113,manco chilo bicarbonato odioso,6,0.0,2,0,2,-0.1906,0.0,0.0333,
114,delinquente,2,0.0,3,2,0,-0.2188,0.0,0.0,
115,essere dimenticare librandi,4,0.0,1,0,0,-0.0312,0.0,0.0,
116,francesca vittima ricamare ossi tragedia famigliare faccia finire,13,0.0,3,0,3,-0.0447,0.125,0.0,
117,persona sgradevole bugiardo poco simpatica lavare piatto no,13,0.0,1,0,1,-0.0628,0.0,0.0169,
118,messe insieme tutto volta terrificare,9,0.0,2,0,1,0.0417,0.0,0.0,
119,governo sinistro proteggere complice mollusco,8,0.0,1,0,1,-0.0938,0.2,0.0222,
120,odioso,1,0.0,1,0,0,-0.125,0.0,0.0,
121,paga tassa beaming_face_with_smiling_eyes ,5,0.0,2,0,1,0.0322,0.0,0.0,
122,governo non italiano volere dire contro italiano governo coso dovere togliere coglione,23,0.0,3,1,3,-0.0156,0.0,0.0116,
123,sparare,1,0.0,1,0,0,-0.0003,0.0,0.0,
124,ruspare forza,2,0.0,1,0,0,0.0601,0.0,0.0,
125,merdone via via,3,0.0,1,0,0,0,0.0,0.0,
126,non potere nemmeno guardare figurare ad ascoltare,9,0.0,1,0,0,-0.0359,0.0,0.0,
127,assolutamente no messe assieme poi essere cocktails letale,9,0.0,3,0,2,0.0,0.25,0.0,
128,foto schifoso,2,0.0,1,0,0,-0.3129,0.0,0.1538,
129,no nessuna odioso sapiente,6,0.0,4,0,3,-0.0312,0.0,0.0385,
130,renzi sei vendere molla tutto andare via,9,0.0,2,1,0,-0.0121,0.0,0.0,
131,strega quindi ruspa,3,0.0,2,2,0,-0.0156,0.4,0.0,
132,non non digerire questo stronzo,6,0.0,3,0,3,0.1885,0.0,0.0323,
133,napoli dire mannaggia colon,6,0.1667,1,0,0,0.0005,0.0,0.0,
134,sia castaldini sia malpezzi essere completamente fuori strada malpezzi forse ancora peggio ultimamente questo montare testa,24,0.0,3,3,2,0.0504,0.0,0.0,
135,mettere pure librandi vomitare completo,8,0.0,1,0,0,0.0095,0.0,0.0256,
136,no figurare italia arrivo pensare cosa genere andare ri integrato poveretto,19,0.0,4,3,0,-0.0538,0.0909,0.0133,
137,essere entrambi odioso insopportabile assoluto malafede quando vedere cambio canale immediatamente,14,0.0,1,0,0,-0.1543,0.0,0.0204,
138,solita ruffiano tutto giorno tivu quando lavorare violentare parlare uniste,17,0.0,3,2,2,0.0096,0.2,0.0133,
139,sei mitico forza matteo,4,0.0,3,1,1,-0.0688,0.0,0.0,
140,matteo avere perfettamente ragione,4,0.0,1,0,0,0.2143,0.0,0.0,
141,cretino danno sbirciata manuale giovane marmotta primo andare onda,16,0.0,1,0,0,-0.0162,0.0,0.0,
142,vele come fa piacere questo nimbo offendere sempre tutto dire mese sempre stesso cosa avere capire non essere stupido,23,0.0,1,0,0,0.0849,0.1053,0.0085,
143,tutto essere persona odioso fare notare remare contro corrente avere prostituto occhio tappo cerume orecchio povero sopportare questo pdf leccare renzi puro avere porre ben pagare non fare nulla questo pdf non amare paese italia essere solo pronto prendere giro tutto italiano onesto non solo governo colpevole questo scempio chi andare votare pdf,85,0.1176,2,1,4,0.0106,0.0943,0.0029,
144,odioso tutto fare venire male stomaco,9,0.0,2,1,0,-0.0641,0.0,0.0,
145,numero assimilassimo nostro baghdad,6,0.0,1,0,1,-0.0622,0.5,0.0,
146,non essere padano bifolchi ignorante trovare pdf giungere quello partito trovare grande leccai politica,26,0.0,1,0,0,0.0888,0.1429,0.0097,
147,grazia zia,2,0.0,2,1,0,0.1189,0.5,0.0,
148,usino quando non succedere al figlia politico,9,0.0,2,0,1,-0.0182,0.1429,0.0,
149,stranezza mente chi percepire isiaco ansimo,11,0.0,1,0,0,0.0061,0.3333,0.0,
150,questo su tirone non andare strada fare po,15,0.0,2,0,1,-0.0,0.375,0.0,
151,fare andare coppia dire andare fare visita notte campo roma vedere come divertire,22,0.0,1,0,0,0.009,0.0769,0.0123,
152,italiano unire contro politica corrotta stare portare sfascio senza piu briciolo credibilita confronto altro nazione trattare meglio clandestino nostro pensionato,28,0.25,3,0,5,0.0058,0.0,0.0,
153,usare senza economia,4,0.0,1,0,0,-0.0107,0.0,0.0,
154,quello non sopportare proprio,7,0.0,1,0,0,-0.004,0.0,0.0,
155,questo donna indemoniato come renzi andare via ladro,9,0.0,1,0,0,-0.0026,0.0,0.0192,
156,grande coraggio mio stima rispetto grande donna,11,0.0,1,0,0,0.1727,0.0,0.0,
157,schifo,3,0.0,2,1,0,-0.1875,0.0,0.0,
158,quello piu spaventare quando parlare sembrare convincere quello dire povero italia povero italiano,20,0.0,3,0,2,-0.0974,0.0,0.0,
159,proprio no malpezzi oltre ad essere invadente poco educare castaldini fa pena sentire disco rotto,25,0.0,5,4,4,-0.0542,0.0,0.0,
160,fine avere fatto ronda sicurezza lega bisogna riorganizzare immediatamente stare non difendere dovere fare fatto chiacchiere,26,0.0,3,2,1,0.0211,0.0625,0.0,
161,castaldini quello bocca potere fare altro,8,0.0,1,0,0,0.0,0.0,0.0,
162,buongiorno matteo,2,0.0,1,0,0,0.0,0.0,0.0,
163,mondezza puzza meno,5,0.0,2,0,1,-0.1042,0.0,0.0,
164,spezzone suo trombatore pronto garantire vitalizio dove mettere successo renzi,22,0.8636,3,2,1,0.0447,0.1,0.0,
165,,1,0.0,1,0,0,0,0,
166,sembrare tantino prepotente cosa non consentire al donna islamico meno,12,0.0,2,0,1,0.0534,0.0,0.0,
167,voto no faccia bifolchi piduisti,8,0.0,1,0,0,0.0156,0.2,0.0,
168,conoscere molto pescatore sicilia essere pienamente ed accordo ribellare non mettere testa sotto sabbia non fare sottomettere questo politica infame,26,0.9615,1,0,1,0.0662,0.05,0.0,
169,non capire cazzo,4,0.0,1,0,0,-0.0957,0.0,0.0625,
170,debbio ogni tanto come essere circo dove piu gente entrare piu bestia vedere,18,0.0,2,0,1,-0.0385,0.0769,0.0132,
171,ma sentire solo tutto sbraitare tanto soluzione non sentire nemmeno po,16,0.0,3,1,2,0.0093,0.0909,0.0,
172,no nuovo film scemo screma cervello gallina chiedere scusa al gallina,15,0.0,1,0,0,-0.0251,0.0909,0.0145,
173,ovvio dovere essere difesa italiano questo su non avere certo problema suo risorsa beccare italiano senza scorta essere cazzo,28,0.0,3,1,6,0.0625,0.0526,0.008,
174,trucchi piega banana ,6,0.0,1,0,0,0.0,0.5,0.0,
175,essere oltre ad essere signorone cerebroleso sei pure pedidio pensare quanto disgrazia avere addosso scozzone,17,0.0,2,0,1,-0.0048,0.2667,0.0092,
176,non essere immigrato programma elettorale salvini essere secondo niente no scusa meno niente niente adesso,31,0.0,7,2,4,0.0051,-0.0667,0.0,
177,posa cellulare concentrato,4,0.0,2,0,1,-0.0521,0.0,0.0,
178,un tonno sentire come fa,7,0.0,3,0,3,0.0208,0.4,0.0,
179,bravo matteo straniero regola lavorare rispettare legge non avere niente temere clandestino zecca invece,23,0.0435,4,0,4,0.1076,0.0,0.0096,
180,quello successo ragazza dovere succedere al figlia solo coso cambiera qualcosa altrimenti non cambiare mai nulla mappe castaldo vergognarsi,26,0.0,1,0,0,0.0162,0.0526,0.0,
181,salvini sicilia non andare svendere andare affondata,10,0.0,2,0,1,-0.0,-0.1429,0.0,
182,solo primo venire cotta bene macinato,9,0.0,1,0,0,0.0629,0.0,0.0,
183,questo ignorante schifezza tirare fuori bocca fare saltare nervo venire vomitare faccia,23,0.0435,1,0,0,-0.0531,0.0,0.023,
184,bello locutio dove trasferire redazione stegola fallo quotidiano,11,0.0,2,0,1,0.125,0.25,0.0156,
185,dubbio non portare trasmissione quello odioso salva solo santa altro non sapere cosa dire,20,0.0,1,0,0,0.0485,0.0,0.0112,
186,sport diventare bustine vergognoso ragazzo stella abolire questo robaccia mandare tivu solo comizio zeppe opinione stanzi travaglio decisione eccezionale coraggioso presa statista luigi tomaio sara presto capo governo forza armato polizia scuola sanita,57,0.0175,3,0,8,-0.0199,0.1212,0.0,
187,finca questo zecca offendere significare essere parte giusto problema essere fare complimento,19,0.0,3,0,2,-0.0333,0.0,0.0108,
188,bravo matteo cuore,4,0.0,2,1,0,0.1873,0.0,0.0,
189,no non guardo piu questo trasmissione essere come prezzemolo sfoggiare vide come essere brillantare dare mossa buttare tutto giu,28,0.0,2,0,4,0.0463,0.0526,0.0,
190,piu tosto fare sghiaccera fare bodies non mettere lavorare mi,2,0.0,16,0,16,-0.0617,0.3,0.0,
191,solo parola demente,4,0.0,2,0,1,-0.125,0.0,0.0526,
192,come fa ad invitare certo gente,7,0.0,1,0,0,0.0391,0.0,0.0,
193,debbio continuare invitare malpezzi antipatico brutto avere volere vedere porre quello ragazza chissa avere fatto smorfia fa quando parlare tanche dire verita non puo vedere sentire balla dire fa cambiare canale,49,0.0,6,3,3,-0.0148,0.0645,0.0095,
194,volere qua sputino invece quello ridicolo parolaccia parolaccia,10,0.1,2,0,3,0.0039,0.125,0.0,
195,non essere italiano oltre castrazione proporre quello fisico almeno permanente espulsione carcere paese sembrare minimo questo lurido verme schifoso,34,0.0,3,0,4,-0.1671,0.0,0.0203,
196,quando fare parlare,5,0.0,3,2,0,0.0,0.0,0.0,
197,no essere odioso,3,0.0,2,1,0,0.3233,0.0,0.0625,
198,rifondere fascismo,3,0.0,1,0,0,0.0,0.0,0.0,
199,quando dovere sopportare,3,0.0,1,0,0,-0.418,0.0,0.0,
200,salvini azzitta quello gallina melensi,6,0.0,1,0,0,-0.5391,0.0,0.0,
201,sparare,1,1.0,1,0,0,-0.0003,0.0,0.0,
202,castaldini fa vomitare,5,0.0,2,0,1,0.0,0.0,0.0455,
203,baio cagare,4,0.0,2,0,1,0.0,0.0,0.0909,
204,puro tenere poltrona non sciogliere pdf ormai sbando piu totale almeno fazione diverso interno essere paraculi non questo bene renzi non ve andare non fare sciogliere questo governo arrestare condannato giorno,46,0.0217,3,0,4,-0.0326,0.0938,0.0,
205,bastare governo andare chi fa interesse popolo non chi questo governo mortificare economicamente socialmente popolo,24,0.0,1,0,1,0.02,0.0,0.0,
206,cospetti roma non prendere tutto fare passare avere fatto quello ragazza chiudere giorno baracca poi massacrare essere sicuro quello sorriso ebete sere avere sparire cambiare legge,48,0.0,2,1,0,-0.0449,0.1154,0.0111,
207,castaldini ancora ancora salva fisicamente malpezzi disastro punto vista politico personale piu malpezzi cadere pezzo ed suo partito,39,0.0,3,0,7,-0.0365,0.0,0.0,
208,ancora tanto purtroppo tanto parola poco fatto,7,0.0,1,0,0,-0.0622,0.1429,0.0,
209,sottosviluppato,3,0.0,2,1,0,0.0,0.0,0.0,
210,matteo intervenire pulizia subito,4,0.0,2,0,1,-0.0486,0.0,0.0,
211,mandare piantare riso questo frigido,8,0.0,1,0,0,-0.1206,0.0,0.0,
212,quello mentecatto boldina creare commissione difesa roma musulmano nessuno prendere zampata quello flaccido culo,25,0.04,3,2,0,-0.0163,0.1429,0.0357,
213,tutto avere sorriso quello questo pigliare,15,0.0,2,0,1,0.0312,0.1667,0.0,
214,essere come bambola parlante dove schiacciare bottone dire sempre stesso cosa studiare parte funzione trasmissione cui partecipare robone bambolina,27,0.0,3,0,4,0.0022,0.0526,0.0,
215,adesso cosa danno settimana albergo stella lago garda,15,0.0667,3,2,0,-0.0041,0.0,0.0,
216,brava triestina,2,0.0,1,0,0,0.3041,0.5,0.0,
217,sputtanero tivu avere rotto palla menzogna demagogia primo duo palla snobs acta mio lavoro dire malpezzi dire ce questo capoccia vedere come renzi primo dire una cosa poi fare altro vendere servo massoneria andare italia sanguisuga uscita questo italia standisti,62,0.0,1,0,0,0.0063,0.2,0.0153,
218,doccia,1,0.0,1,0,0,-0.0156,0.0,0.0,
219,piu succedere meglio,5,0.0,1,0,0,0.1914,0.0,0.0,
220,comunque caro matteo non prendere provvedimento essere rovinare,10,0.0,2,0,1,0.1032,0.0,0.0,
221,non vivere altro pianeta questo vivere bel diva essere tutelare non avere certo problema cittadino poi noncuranza cui smentire realta,33,0.0,2,0,2,-0.0736,0.0,0.0,
222,matteo favore fare qualcosa questo deficiente pdf questo fare rabbia,14,0.0714,1,0,0,-0.0898,0.1,0.0147,
223,invitare fare girare palla cretino insulso,9,0.0,3,0,7,-0.025,0.0,0.0476,
224,questo combinare questo cosa essere risorsa delta boldrini,11,0.0,3,0,2,-0.0004,0.125,0.0,
225,sapere spiegare chi avere inventare figura mediatore culturale chi paga cosa servire poverino questo roma tutto pulito buono,24,0.0417,5,3,1,0.0419,0.0556,0.0081,
226,antipatia pouting_face ,2,0.0,1,0,0,-0.4062,0.0,0.0,
227,certo persona dovere togliere diritto parlare,9,0.1111,2,1,0,-0.0435,0.0,0.0,
228,malpezzi odio quello sorrisetto sfalso,7,0.0,2,1,1,-0.2378,0.0,0.0,
229,politico tutto dire tutto essere infame,8,0.0,1,0,0,-0.1089,0.0,0.0,
230,volta solo sentire nome venire nausea inascoltabili,14,0.0,4,1,2,-0.057,0.0,0.0196,
231,castrazione votero proprio dovere diventare femmina tutto effetto,11,0.0,2,0,1,0.0179,0.0,0.0,
232,essere inferiore,2,0.0,1,0,0,-0.4766,0.0,0.0,
233,venire trovare qua stronzo,6,0.0,1,0,0,-0.0104,0.0,0.0385,
234,povero sottospecie donna maleducato cafone bugiardo irrito solo vedere poi aprire bocca mandare fan culo allora istante,21,0.0,2,0,1,-0.0675,0.0,0.0336,
235,fine programma non avere capire niente ognuno dire suo quanto chiacchierare inutile ragazza violentare roma parlare ed altro vergognarsi,23,0.0,10,0,13,-0.029,0.1053,0.0074,
236,condividere parola santa morte avere tutto quello feccia,8,0.0,2,0,1,-0.0199,0.0,0.0,
237,cercare onorevole pdf riconoscere triplometro ridicolo,12,0.9167,2,0,1,0.0745,0.3333,0.0,
238,cornuto comunista,2,0.0,1,0,0,0.0,0.0,0.0,
239,poi caro marco ignorante bifolco addire piu,12,0.0,2,0,1,0.0219,0.0,0.0233,
240,quello papera chiudere bocca non capire niente,13,0.0,3,0,2,-0.0367,0.0,0.0217,
241,oltre non digerire sgozzare molto sadismo,9,0.0,1,0,0,-0.0854,0.0,0.0,
242,forza salvini mettere tacere quello pdf votero imbecille,13,0.9231,2,0,1,0.0043,0.0,0.0179,
243,dovere andare rocco soffreddi acclami questo girare film culo parlamentare volo beaming_face_with_smiling_eyes ,16,0.0,4,0,5,-0.0055,0.2727,0.0127,
244,malpezzi proprio no,4,0.0,1,0,0,0,0.0,0.0,
245,occhio marco rovini trozzi fingere essere eiettore mi su,15,0.0667,2,0,1,0.0104,0.4444,0.0,
246,ripulire tanto ruspa tanto camion ricompattato tanto discarica fognario relativo depuratore umano,13,0.0,3,0,4,-0.0174,0.0833,0.0,
247,mandare casa,4,0.0,2,1,0,0.001,0.0,0.0,
248,non digerire fortunatamente non mangiare fare schifo,13,0.0,6,3,4,-0.0581,0.0,0.0192,
249,no,1,0.0,2,1,0,0,0.0,0.0,
250,andare cagare,3,0.0,1,0,0,-0.0137,0.0,0.0769,
251,secondo ubriacone delinquente dovere riespulsi bastare,9,0.0,1,0,0,0.0563,0.1667,0.0185,
252,essere proprio ridotto male rivoluzione,5,0.0,3,0,2,0.0186,0.0,0.0,
253,potere bruciare non resto nulla,9,0.0,2,0,1,0.0239,0.0,0.0,
254,ecco tuo coerenza mordacchia,5,0.0,2,0,1,-0.0234,0.25,0.0,
255,fuori clandestino,2,0.5,1,0,0,-0.0312,0.0,0.0,
256,cavolo integrazione questo gente ve espellere incarcerare casa coso vendere delinquere ancora,19,0.0526,3,0,2,-0.0002,0.0,0.0,
257,no paletti proprio no castaldini nemmeno inutile,10,0.0,5,0,4,0.1002,0.1429,0.0,
258,ciao matteo lodo voce raffreddare bello schifezza ritornare peste colera,18,0.0,4,2,2,0.0514,0.0,0.0,
259,questo semplicemente meteco mettere renzi fare pagliaccio,15,0.0,1,0,0,0.0168,0.1429,0.0175,
